condemned-chin,Trnava,-36.663034113666924
berserk-pancake,Trnava,21.290148105141515
direful-number,Trnava,-14.937757891469786
frail-aunt,Sered,3.719184111008804
rambunctious-pump,Vrutky,-0.048175549365714554
decisive-fly,Trnava,-12.388084178821815
valuable-badge,Vrutky,37.20734447932827
uppity-plot,Sered,10.372314918451933
bite-sized-wish,Ruzindol,5.754474440602782
tense-sack,Ruzindol,16.344386935911473
inexpensive-leather,Vrutky,12.578541998064772
present-process,Ruzindol,-1.024553938069136
general-metal,Sered,-19.829722764163723
agreeable-bath,Vrutky,-33.473003614467636
high-minute,Trnava,10.556197196834047
eager-dime,Ruzindol,-3.4904567599833176
agonizing-error,Vrutky,-8.969474878778751
aberrant-show,Trnava,-12.386246770829331
tall-coat,Trnava,6.70526809744227
vacuous-card,Ruzindol,33.59460643078497
irate-food,Trnava,14.096396272733495
decisive-partner,Trnava,-7.976825915002328
lively-push,Sered,-15.716944287713085
productive-route,Trnava,-0.27431529095362706
mature-hammer,Trnava,8.662759338182212
brave-seashore,Ruzindol,26.917546302947574
difficult-tax,Trnava,-21.318565167796933
zonked-attention,Trnava,-21.03686676422921
frantic-bat,Vrutky,-15.61618769331958
